Driver_Experience_Label,Low,Med,High
Low,0.09486629931737528,0.6575741349742117,0.13297993098652733
Med,0.09476356487092802,0.611975446582854,0.14170827837445832
High,0.10059932848080279,0.5578718241153195,0.13481870842385216
